Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.008s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.024s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.004s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.061s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.006s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.025s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.003s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.064s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.007s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.022s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.003s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.055s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.007s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.017s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.003s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.002s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.340s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.004s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.012s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.022s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.003s,PASSED
"if (personalEmail == """")",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.252s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.090s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.003s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.021s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.002s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.027s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.002s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:41,25-08-2024 16:07:42,0.075s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.005s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:41,25-08-2024 16:07:41,0.001s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:41,25-08-2024 16:07:42,0.034s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.003s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.001s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.001s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.000s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.438s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.001s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.005s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.017s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.002s,PASSED
"if (personalEmail == """")",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.001s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.024s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.367s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.341s,PASSED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.005s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.018s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.002s,PASSED
"if (personalEmail == """")",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.001s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.291s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.139s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.019s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.019s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.002s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.001s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:42,25-08-2024 16:07:42,0.001s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.058s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.004s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.027s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.003s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.069s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.005s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.030s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.003s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.075s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.004s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.007s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.032s,PASSED
"verifyResponseStatusCode(res, expected.intValue(), CONTINUE_ON_FAILURE)",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.003s,FAILED
"if (personalEmail == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"formattedBirthDate = birthDate + ""T00:00:00.000+00:00""",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.001s,PASSED
"if (birthDate == """")",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
if (expected.intValue() == 200),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
,,,,,,,
Test Cases/TC_Update Profile,,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.057s,FAILED
"authorizationHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.token))",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
"req = findTestObject(""API_Update Profile"", [""userId"":myId, ""name"":name, ""phone"":phone, ""birthDate"":birthDate, ""personalEmail"":personalEmail, ""gender"":gender])",,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.005s,PASSED
getHttpHeaderProperties().removeIf({ -> ... }),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
getHttpHeaderProperties().add(authorizationHeader),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.000s,PASSED
res = sendRequest(req),,,,25-08-2024 16:07:43,25-08-2024 16:07:43,0.029s,PASSED
